image_path,extracted_text
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0300.png,jC1iOU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0301.png,ek75Jv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0302.png,m2VAFq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0303.png,'ShD8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0304.png,6LAwZm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0305.png,KOZVZZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0306.png,glgcOQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0307.png,TIX8jl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0308.png,SLpCno
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0309.png,b3hFuq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0310.png,kJWuvb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0311.png,h413LC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0312.png,OsxmMW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0313.png,DsL26U
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0314.png,CMgGXt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0315.png,RUARoJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0316.png,NzZHSB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0317.png,kD3pFe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0318.png,PHWIQb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0319.png,Ymijrc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0320.png,kDAngl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0321.png,xmzvro
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0322.png,yrguyo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0323.png,gCmbWu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0324.png,VPAmzZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0325.png,rYOTxp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0326.png,Idq335
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0327.png,WlxQHd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0328.png,i2zfxy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0329.png,VgggKv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0330.png,jAD6X
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0331.png,oomKrj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0332.png,CsKK23
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0333.png,ymNItH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0334.png,GJZPKP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0335.png,VjqIM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0336.png,hppLXO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0337.png,fqIRiD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0338.png,b4ylug
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0339.png,c3q5Ka
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0340.png,SPOvQv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0341.png,EPdrFK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0342.png,dLDtbm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0343.png,cgZeNQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0344.png,tkwmzi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0345.png,JnMWej
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0346.png,VSZvdn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0347.png,zgqbMS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0348.png,QJ3uQa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0349.png,allfis
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0350.png,WNdOKO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0351.png,SzKPbY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0352.png,2xszi2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0353.png,LSnhr4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0354.png,IdnR9O
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0355.png,PeEpl2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0356.png,ZOYSna
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0357.png,WBZoSk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0358.png,Lrhqsy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0359.png,wlvoiw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0360.png,ugFREY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0361.png,V6kZkw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0362.png,kyFNNC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0363.png,hVkoSh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0364.png,EfLuar
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0365.png,MiPOd5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0366.png,jOiiSt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0367.png,bbtKKe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0368.png,dKjcCu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0369.png,Ickofo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0370.png,DxpdAJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0371.png,XGv9Nu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0372.png,hq7ofl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0373.png,A6fDdx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0374.png,G9O/Wf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0375.png,mAIUmg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0376.png,xrDmyY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0377.png,MfFAri
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0378.png,g2SfAF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0379.png,6vqOde
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0380.png,XofpMf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0381.png,DFaskh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0382.png,YFNaSP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0383.png,3xIFW8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0384.png,TwBTJr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0385.png,XbwCDr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0386.png,6fHtXY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0387.png,AqHJJS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0388.png,ntISlb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0389.png,TrUSiF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0390.png,Jrjxfz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0391.png,9FxkyD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0392.png,vlZwsz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0393.png,XQfFK2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0394.png,9yFsjG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0395.png,VK2W3s
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0396.png,9gydUH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0397.png,ZQLovO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0398.png,QvWQtD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0399.png,kaniv2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0400.png,iZNVBY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0401.png,OEVChJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0402.png,D6sSmV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0403.png,BHZciz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0404.png,hIrBES
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0405.png,JRrtzd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0406.png,CaD9G9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0407.png,VbOlvr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0408.png,VVza1X
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0409.png,ZoIzlh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0410.png,QSLxmk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0411.png,FExis2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0412.png,HFirdm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0413.png,IMSALk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0414.png,hEYOjX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0415.png,RaZfsw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0416.png,SsIYNF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0417.png,iYhox3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0418.png,7CQAdM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0419.png,gcuMog
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0420.png,tcyoqt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0421.png,f1JMER
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0422.png,KxZbiw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0423.png,bRqovo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0424.png,4THMIK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0425.png,sBQZhk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0426.png,6SFXDN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0427.png,ArWSK3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0428.png,AwtFlv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0429.png,4CZ4HE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0430.png,30309u
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0431.png,hwGfv4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0432.png,O7UWWW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0433.png,olUbke
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0434.png,NhTmIo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0435.png,ZZWUWQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0436.png,u4GxyF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0437.png,ZOWxLN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0438.png,RZpSjG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0439.png,rPCDwz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0440.png,CZwJOD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0441.png,QdBoBI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0442.png,OCD1Ns
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0443.png,THYNQ8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0444.png,EJtomg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0445.png,BFSW8g
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0446.png,XByljq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0447.png,SDRsYL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0448.png,LnEOkE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0449.png,JPNSSY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0450.png,DxgTCI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0451.png,gUbobj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0452.png,Qoyo6R
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0453.png,VBUOIn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0454.png,zazLDJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0455.png,oVBAeb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0456.png,R3gDwJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0457.png,vOMNL9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0458.png,Apnlpo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0459.png,MsuoXJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0460.png,Jf9BX3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0461.png,xslbSd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0462.png,sa HTh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0463.png,laMak2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0464.png,SircDG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0465.png,Dln2sQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0466.png,O3ULXD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0467.png,tRQaHD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0468.png,3z 7iyc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0469.png,hqxybH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0470.png,FVxRlw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0471.png,3ofAox
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0472.png,8gxbDf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0473.png,8 JiRu2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0474.png,ATFtby
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0475.png,4KWmkx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0476.png,bv3eZy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0477.png,OmOMMG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0478.png,P9b TbY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0479.png,aFaBQe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0480.png,DxSUNR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0481.png,xsnVkv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0482.png,SrDKUb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0483.png,Qhzoai
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0484.png,iQIRbJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0485.png,O4ttBL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0486.png,IKSZmo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0487.png,n8k3Q0
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0488.png,DMOYNo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0489.png,O9PijJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0490.png,MRUGLm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0491.png,pygTt7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0492.png,smDQnq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0493.png,GLIWMF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0494.png,Sr8mWE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0495.png,ewdAPg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0496.png,xjHOnw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0497.png,xa9oHE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0498.png,61/Vrg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0499.png,IBM4e 
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0500.png,dd24kD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0501.png,PpSUpE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0502.png,ZkNZGW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0503.png,AxgoQe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0504.png,2oeseb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0505.png,ZWVBDj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0506.png,xbQaUp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0507.png,qxj075
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0508.png,miDmwk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0509.png,ZuqZav
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0510.png,Q89Ppg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0511.png,XPbfpU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0512.png,fZSHYt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0513.png,XORIDJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0514.png,mbwVoH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0515.png,CGVxv9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0516.png,j6gChm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0517.png,FHOBaF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0518.png,~gokic2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0519.png,8OF7OR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0520.png,27aDz5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0521.png,KsaVVj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0522.png,74CxHV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0523.png,SIZAoU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0524.png,PXbON2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0525.png,vHfyBa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0526.png,vDmLYH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0527.png,FX3nHo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0528.png,zh4kzo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0529.png,OMqN3z
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0530.png,goQsSu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0531.png,WS603F
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0532.png,0ko202
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0533.png,613Bj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0534.png,sWO4il
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0535.png,qJWj1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0536.png,ZEIHHc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0537.png,TToGEA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0538.png,Ugrodm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0539.png,HDPhB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0540.png,dooigi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0541.png,q3u3ts
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0542.png,lic73Y
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0543.png,NYinr2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0544.png,dwLuXy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0545.png,ITiYLv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0546.png,yQyLi8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0547.png,B2SjG1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0548.png,BIROSD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0549.png,CWpM4W
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0550.png,FZQcB4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0551.png,NND9hH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0552.png,GQ4w98
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0553.png,LIZQE2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0554.png,EnIrUQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0555.png,{xROSC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0556.png,u911j6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0557.png,gTppzy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0558.png,UNfj1/
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0559.png,lilhl6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0560.png,IiDDCB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0561.png,[Thxvw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0562.png,bMz9uv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0563.png,mSzuix
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0564.png,OPYq5b
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0565.png,f8c7rh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0566.png,Va2zys
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0567.png,KORiLf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0568.png,QfBip9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0569.png,DUXZal
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0570.png,SV98Qw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0571.png,etUNL4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0572.png,pbbL44
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0573.png,vKysP5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0574.png,Hb3YzQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0575.png,kWChR8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0576.png,psOSds
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_0577.png,NI9Ecf
